review_text,rating,date,bank_name,source
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia,Google Play
It is not work for my device,5,2024-08-27,Bank of Abyssinia,Google Play
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia,Google Play
The worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play
Good,5,2024-08-26,Bank of Abyssinia,Google Play
Betanya Gebre,3,2024-08-23,Bank of Abyssinia,Google Play
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia,Google Play
Good,5,2024-08-22,Bank of Abyssinia,Google Play
Excellent app,5,2024-08-21,Bank of Abyssinia,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play
ትርሃስ,5,2024-08-19,Bank of Abyssinia,Google Play
Gio,4,2024-08-19,Bank of Abyssinia,Google Play
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play
Best app,5,2024-08-18,Bank of Abyssinia,Google Play
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play
Horrible,1,2024-08-14,Bank of Abyssinia,Google Play
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play
Good,5,2024-08-13,Bank of Abyssinia,Google Play
Awesome 👌,5,2024-08-12,Bank of Abyssinia,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play
Thank you,3,2024-08-12,Bank of Abyssinia,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play
Ok,5,2024-08-12,Bank of Abyssinia,Google Play
best,1,2024-08-12,Bank of Abyssinia,Google Play
Best app,5,2024-08-11,Bank of Abyssinia,Google Play
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia,Google Play
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia,Google Play
Nice appp,5,2024-08-11,Bank of Abyssinia,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia,Google Play
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play
Good job,5,2024-08-07,Bank of Abyssinia,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play
good,3,2024-08-07,Bank of Abyssinia,Google Play
Good,5,2024-08-07,Bank of Abyssinia,Google Play
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play
Review,5,2024-08-06,Bank of Abyssinia,Google Play
Goood,4,2024-08-06,Bank of Abyssinia,Google Play
Ok,5,2024-08-06,Bank of Abyssinia,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play
ok,5,2024-08-03,Bank of Abyssinia,Google Play
Nice,5,2024-08-03,Bank of Abyssinia,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play
Great,5,2024-08-03,Bank of Abyssinia,Google Play
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play
Poor network,1,2024-08-01,Bank of Abyssinia,Google Play
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia,Google Play
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play
Ok,5,2024-07-29,Bank of Abyssinia,Google Play
Nays,5,2024-07-28,Bank of Abyssinia,Google Play
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play
not active,1,2024-07-27,Bank of Abyssinia,Google Play
To get good quality,5,2024-07-27,Bank of Abyssinia,Google Play
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play
Good,1,2024-07-24,Bank of Abyssinia,Google Play
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play
Nice,5,2024-07-24,Bank of Abyssinia,Google Play
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play
Okay,5,2024-07-23,Bank of Abyssinia,Google Play
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play
Wow,5,2024-07-19,Bank of Abyssinia,Google Play
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia,Google Play
ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play
mal,5,2024-07-16,Bank of Abyssinia,Google Play
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play
Excellent,5,2024-07-16,Bank of Abyssinia,Google Play
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play
Wow,5,2024-07-16,Bank of Abyssinia,Google Play
😞😞😞😞,1,2024-07-16,Bank of Abyssinia,Google Play
😡😡😡😡😡😡😡,1,2024-07-15,Bank of Abyssinia,Google Play
The worst banking app,1,2024-07-15,Bank of Abyssinia,Google Play
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Bank of Abyssinia,Google Play
No work app,5,2024-07-15,Bank of Abyssinia,Google Play
Is ok but stop sundenly,5,2024-07-15,Bank of Abyssinia,Google Play
🤷🤷🤷,3,2024-07-15,Bank of Abyssinia,Google Play
experienced,5,2024-07-14,Bank of Abyssinia,Google Play
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Bank of Abyssinia,Google Play
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Bank of Abyssinia,Google Play
BoA,5,2024-07-13,Bank of Abyssinia,Google Play
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,Bank of Abyssinia,Google Play
Boa,5,2024-07-13,Bank of Abyssinia,Google Play
The new app is very good,5,2024-07-13,Bank of Abyssinia,Google Play
It's very good but sometimes isn't work probably,5,2024-07-12,Bank of Abyssinia,Google Play
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play
ጭራሽ አይነፋም,1,2024-07-12,Bank of Abyssinia,Google Play
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play
The worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play
Ok,5,2024-07-11,Bank of Abyssinia,Google Play
Useless,1,2024-07-11,Bank of Abyssinia,Google Play
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play
ሀየ,5,2024-07-10,Bank of Abyssinia,Google Play
Too late!,1,2024-07-10,Bank of Abyssinia,Google Play
No work,5,2024-07-10,Bank of Abyssinia,Google Play
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Bank of Abyssinia,Google Play
After update it doesn't work well,2,2024-07-09,Bank of Abyssinia,Google Play
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,Bank of Abyssinia,Google Play
Good but Very slow.,1,2024-07-08,Bank of Abyssinia,Google Play
Very good app,5,2024-07-07,Bank of Abyssinia,Google Play
"It is so bad apps ,it doesn't work",1,2024-07-06,Bank of Abyssinia,Google Play
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,Bank of Abyssinia,Google Play
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,Bank of Abyssinia,Google Play
Miliyone.,5,2024-07-05,Bank of Abyssinia,Google Play
Workneh girmamo,5,2024-07-05,Bank of Abyssinia,Google Play
🙏🙏🙏,5,2024-07-05,Bank of Abyssinia,Google Play
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,Bank of Abyssinia,Google Play
Is it even working these days? Please check it.,1,2024-07-04,Bank of Abyssinia,Google Play
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,Bank of Abyssinia,Google Play
Please make it functional.,5,2024-07-03,Bank of Abyssinia,Google Play
its best app but its don't working in poor connection area so,5,2024-07-03,Bank of Abyssinia,Google Play
Please Recover thank you,5,2024-07-02,Bank of Abyssinia,Google Play
Best,5,2024-07-01,Bank of Abyssinia,Google Play
This app doesn't work,1,2024-06-30,Bank of Abyssinia,Google Play
Excellent app,5,2024-06-29,Bank of Abyssinia,Google Play
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,Bank of Abyssinia,Google Play
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,Bank of Abyssinia,Google Play
It demands to disable developer option.,1,2024-06-27,Bank of Abyssinia,Google Play
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,Bank of Abyssinia,Google Play
Open Open service,5,2024-06-26,Bank of Abyssinia,Google Play
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,Bank of Abyssinia,Google Play
ok,1,2024-06-24,Bank of Abyssinia,Google Play
Its not working.,1,2024-06-24,Bank of Abyssinia,Google Play
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,Bank of Abyssinia,Google Play
Always error occured. The worst app ever,1,2024-06-20,Bank of Abyssinia,Google Play
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,Bank of Abyssinia,Google Play
Excellent service,5,2024-06-19,Bank of Abyssinia,Google Play
It's not convenient,1,2024-06-17,Bank of Abyssinia,Google Play
meskelu Metku,5,2024-06-17,Bank of Abyssinia,Google Play
Verry nice,5,2024-06-17,Bank of Abyssinia,Google Play
It has become the most unreliable mibile banking app ever.,1,2024-06-16,Bank of Abyssinia,Google Play
Good,5,2024-06-14,Bank of Abyssinia,Google Play
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,Bank of Abyssinia,Google Play
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,Bank of Abyssinia,Google Play
👍👍👍,5,2024-06-12,Bank of Abyssinia,Google Play
Really Bank,5,2024-06-12,Bank of Abyssinia,Google Play
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,Bank of Abyssinia,Google Play
The app is not good need a few work,3,2024-06-11,Bank of Abyssinia,Google Play
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,Bank of Abyssinia,Google Play
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,Bank of Abyssinia,Google Play
The worst app,1,2024-06-10,Bank of Abyssinia,Google Play
excellent service,5,2024-06-10,Bank of Abyssinia,Google Play
You are beutiful,5,2024-06-09,Bank of Abyssinia,Google Play
Good 👍,5,2024-06-07,Bank of Abyssinia,Google Play
The best app,5,2024-06-06,Bank of Abyssinia,Google Play
አይሰራም አፑ ለምንድነው,1,2024-06-06,Bank of Abyssinia,Google Play
Awful,1,2024-06-06,Bank of Abyssinia,Google Play
Developer option to be off really,1,2024-06-06,Bank of Abyssinia,Google Play
Good app boa,5,2024-06-06,Bank of Abyssinia,Google Play
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,Bank of Abyssinia,Google Play
"Worest app, it cannot be downloaded",2,2024-06-05,Bank of Abyssinia,Google Play
😭😭😭😭😭😭😭,1,2024-06-05,Bank of Abyssinia,Google Play
slow only some times the wey it is veary nice app,5,2024-06-05,Bank of Abyssinia,Google Play
ok yes,5,2024-06-04,Bank of Abyssinia,Google Play
The worst mobile banking app,1,2024-06-04,Bank of Abyssinia,Google Play
It's nice apps,1,2024-06-04,Bank of Abyssinia,Google Play
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,Bank of Abyssinia,Google Play
Excited by your service,5,2024-06-02,Bank of Abyssinia,Google Play
Kerfafa new,1,2024-06-01,Bank of Abyssinia,Google Play
ABDU MUDESR,2,2024-06-01,Bank of Abyssinia,Google Play
Ok,5,2024-05-31,Bank of Abyssinia,Google Play
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,Bank of Abyssinia,Google Play
Excellent,5,2024-05-31,Bank of Abyssinia,Google Play
It is Good to save time 👌👌,3,2024-05-31,Bank of Abyssinia,Google Play
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,Bank of Abyssinia,Google Play
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,Bank of Abyssinia,Google Play
Ayseram,1,2024-05-28,Bank of Abyssinia,Google Play
Worst banking app ever,1,2024-05-28,Bank of Abyssinia,Google Play
not bad,1,2024-05-26,Bank of Abyssinia,Google Play
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,Bank of Abyssinia,Google Play
